are there notebooks in the studio?;there are notebooks in the notebooks;there aren't notebooks in the studio;there is a notebook in the studio;there are any notebooks in the studio;1;9;it is not the correct description;14;
are there chairs in the srtudio?;there are chairs in the studio;there aren't chairs in the studio;there is a chair in the studio;there are a lot of chairs in the studio;1;9;it is not the correct description;14;
is there a courtain in the studio?;there is a courtain in the studio;there isn't a courtain in the studio;there isn't any courtain in the studio;there are courtains in the studio;1;9;it is not the correct description;14;
is there a vacuum in the studio?;there is a vacuum in the studio;there isn't a vacuum in the studio;there are vacuums in the studio;there are two vacuums in the studio;1;9;it is not the correct description;14;
Did they clean the porch?;yes, they did.;yes, the did;yes, they do ;no, they doesn’t;2;9;this is not the correct answer;;
Is the fan working appropriately?;no, it is not.;no, it will not ;no it wouldn’t;no it will ;2;9;this is not the correct answer;;
Was the stove on?;yes, it was.;yes, it is;yes, it will  ;yes, it were;2;9;this is not the correct answer;;
Does he watch T.V?;no, he doesn’t watch T.V;yes, he will watch T.V;yes, he don’t watch T.V;no, the doesn’t watch T.V;2;9;this is not the correct answer;;
Will your sister stay at home tomorrow?;yes, she will stay at home tomorrow;yes, she would stay at home tomorrow;no, she won’t be stay at home tomorrow;no, she wouldn’t stay at home tomorrow;2;9;this is not the correct answer;;
Did the dog eat all the food?;no, it didn’t eat all the food;no, it doesn’t eat all the food;yes, it  eat all the food;c .yes, it does eat all the food;2;9;this is not the correct answer;;
Do they take care of the pets?;yes, they do take care of the pets;yes, they took care of the pets;no, they didn’t take care of the pets;no, they doesn’t take care of the pets;2;9;this is not the correct answer;;
Will your father fix the roof?;no, he will not fix the roof;yes, he would fix the roof;yes, he would be fixing the roof;no, he wouldn’t  fix the roof;2;9;this is not the correct answer;;
Did she do our homework?;no, she didn’t do our homework;yes, she do our homework ;no, she doesn’t do our homework;yes, she does do our homework;2;9;this is not the correct answer;;
Do you do your bed everyday?;yes, I do  my bed everyday;yes, I did do my bed everyday;no, I doesn’t do my bed everyday;no, I didn’t do my bed everyday;2;9;this is not the correct answer;;
Will he take the dog out?;yes, he will take the dog out;yes, he would take the dog out;no, he won’t be take the dog out;no, the will take the dog out;2;9;this is not the correct answer;;
Did your sister prepare breakfast?;yes, she did prepare breakfast;no, she doesn’t prepare breakfast;no, she don’t prepare breakfast;yes, she  prepares breakfast;2;9;this is not the correct answer;;
Do you have an extra blanket for me?;no, I don’t have an extra one;yes, I does have a extra one;yes, I have a extra one;no, I don’t has a extra one;2;9;this is not the correct answer;;
Will there be beef for dinner?;yes, there will be beef for dinner;yes, there would be beef for dinner ;no, there wasn’t beef for dinner;no, there weren’t beef for dinner;2;9;this is not the correct answer;;
Is there a book for reading?;no, there isn’t one;no, there’s isn’t one;yes, there will be one;yes, there was one;2;9;this is not the correct answer;;
Were there dirty clothes for washing?;yes, there were dirty clothes for washing;no, there wasn’t dirty clothes for washing;no, there isn’t dirty clothes for washing;yes, there was dirty clothes for washing;2;9;this is not the correct answer;;
Are there potatoes for lunch? ;no, there aren’t potatoes for lunch ;no, there isn’t potatoes for lunch ;yes, there was potatoes for lunch ;yes, there will be potatoes for lunch ;2;9;this is not the correct answer;;
Is there any knife in the kitchen? ;yes, there is  a knife in the kitchen ;no, there is not a knives in the kitchen ;no, there’s isn’t any knife in the kitchen ;yes, there’s is a knife in the kitchen ;2;9;this is not the correct answer;;
Will there be a party tonight here?;yes, there will be a party tonight;no, there will not a party tonight;no, there will be not a party tonight;yes, there will a party tonight;2;9;this is not the correct answer;;
Were there two apples on the table?;no, there weren’t two apples on the table;yes, there was two apples on the table;no, there wasn’t two apples on the table;yes, there’re were two apples no the table ;2;9;this is not the correct answer;;
Are there three chairs in the dinning room?;yes, there are three chairs n the dinning room ;no, there’re aren’t three chairs in the dinning room ;yes, three are there chairs in the dinning room ;no, the are three chairs in the dinning room ;2;9;this is not the correct answer;;
Where did you place the suitcase?;I placed it on top of the desk ;I places it on top of the desk;I place it  on top of the desk ;I placet it on top of the desk;2;9;this is not the correct answer;;
Is that a piggy bank?;yes, it is;no, that’s isn’t ;yes, this is;no, the isn’t;2;9;this is not the correct answer;;
Where is my bed?;It’s in your bedroom ;it wasn’t in your bedroom ;it ‘s isn’t n your bedroom ;it was in your bedroom ;2;9;this is not the correct answer;;
Who is your brother?;He is David;the is David;she is David;he Was David;2;9;this is not the correct answer;;
Are they playing in the backyard?;yes, they are playing in the backyard;yes, the are playing in the backyard;no, they aren’t paying in the backyard;no, they’re aren’t playing in the backyard;2;9;this is not the correct answer;;
Is your father in his room?;no, he isn’t in his room  ;yes, he’s is in his room ;no, he’s isn’t in his room ;yes, he was in his room ;2;9;this is not the correct answer;;
Are you happy on this house?;yes, I am ;no, I amn’t ;no, I isnt’;yes, I are;2;9;this is not the correct answer;;
Was she in the living room?;yes, she was in the living room ;no, she isn’t in the living room ;yes, she is in the living room ;no, she’s not in the living room ;2;9;this is not the correct answer;;
When were you in my room?;I was there this morning;I’m not there this morning;I were there this morning;I will be there this morning;2;9;this is not the correct answer;;
Was your cousin in your room?;no, He wasn’t in y room ;yes, he is in my room ;no, he isn’t in my room ;yes, he were in my room ;2;9;this is not the correct answer;;
Were you and your father on the kitchen?;yes, we were there;no, we wasn’t there;yes, we are there;no, we isn’t there;2;9;this is not the correct answer;;
Was the cat on the roof?;no, it wasn’t on the roof;yes, this were on the roof ;yes, this was in the roof;no, it isn’t in the roof ;2;9;this is not the correct answer;;
Will you be at home tonight?;no, I won’t be at home tonight;yes, I will not be tonight at home ;no, I won’t be not at home tonight;yes, I will at home tonight;2;9;this is not the correct answer;;
Where is the blender?;It is next  to the stove;it was next to the stove;this isn’t next to the stove;this is next the stove;2;9;this is not the correct answer;;
Will you watch the game this afternoon?;yes, I will  watch it;no, I will not be watch it ;yes, I will be watch it ;no, I won’t watching it ;2;9;this is not the correct answer;;
Sara _____________ the teacher of literature;Will be ;Will have;Would;Should;3;9;this is not the correct word;;
Carlos ____________ in house tomorrow ;Will be;Is ;Would being; Does ;3;9;this is not the correct word;;
Mauricio and my ___________ architects very soon.;Will be;Will ;Are ;Need;3;9;this is not the correct word;;
There ____________a boy in the car ;Is;is be;Are ;Am ;3;9;this is not the correct word;;
We__________ students of idioms ;Are ;Am ;Do;Have;3;9;this is not the correct word;;
There ___________two fans in the bedroom ;Were;Was ;Would;Can;3;9;this is not the correct word;;
 There ______________ boys in the kitchen;Will be;Does ;Make ;Am ;3;9;this is not the correct word;;
 We ___________buy candies in the shop;Didn’t ;Did ;Made ;Are;3;9;this is not the correct word;;
You__________ write in your notebook;Will ;Are;Have ;Am ;3;9;this is not the correct word;;
____________she speak with her boyfriend?;Does ;Has ;Have ;Do ;3;9;this is not the correct word;;
___________there books in the library?;Is ;Are;Am ;Will ;3;9;this is not the correct word;;
_____________ I doing the homework of Spanish?;Am ;Are ;Do ;Does;3;9;this is not the correct word;;
________________ my sister teach English ?;Will ;Have ;Are ;Do ;3;9;this is not the correct word;;
The bed __________ beautiful;Is ;Are ;Have ;Has;3;9;this is not the correct word;;
I ___________ washing the dishes;Am ;Do ;Does ;Are ;3;9;this is not the correct word;;
We ______________intelligent and honest;Are  ;Would ;Do ;Have ;3;9;this is not the correct word;;
You __________a good person ;Were ;Do  ;Did ;Have ;3;9;this is not the correct word;;
There ________cats in the house;Are ;Am ;Is ;Have ;3;9;this is not the correct word;;
There ________girls at the table ;Will be ;Do ;Does ;See;3;9;this is not the correct word;;
The shirt ______blue;Was ;Did ;Are ;Were ;3;9;this is not the correct word;;
The chairs of my home ___________red;Are ;Am ;You;Is ;3;9;this is not the correct word;;
You _____________single;Are ;Is ;He ;We;3;9;this is not the correct word;;
He__________ happy with his father ;Was ;Are ;Bring ;My ;3;9;this is not the correct word;;
She_________ from Japan ;Is ;Do ;Have ;Can ;3;9;this is not the correct word;;
Julia and Katina ________18 years old;Are ;Is ;Do ;Did;3;9;this is not the correct word;;
Your boyfriend and your sisters__________ in Japan yesterday.;Were ;Was ;Had;Should;3;9;this is not the correct word;;
Miriam and her students____________ at central park on next weekend;Will be ;Can ;Could ;Would ;3;9;this is not the correct word;;
The priests ___________happy right now;Are;Would ;Said ;Can ;3;9;this is not the correct word;;
The fan __________blue;Is ;Are ;Will ;Run ;3;9;this is not the correct word;;
The teachers________ at school on next year ;Will be ;Could ;Would will ;was;3;9;this is not the correct word;;
The school bags _________ in the class room at 12:25 on yesterday;Were;Was ;Did ;Were able to ;3;9;this is not the correct word;;
The mom’s notebook and her pencils ________at SENA ;Are ;Have ;Had ;Do ;3;9;this is not the correct word;;
Judas ___________from Germany;Is not;Not is ;Not’ s;Is no;3;9;this is not the correct word;;
My teacher and her friend are __________hungry;Not ;Are no;No are ;Are not ;3;9;this is not the correct word;;
my pet _______ sick;isn't;aren't;won't;haven't;3;9;this is not the correct word;;
her parents _______ fighting;aren't;isn't;won't;hasn't;3;9;this is not the correct word;;
fixing / You  / door / the  / were;You were fixing the door;You we’re fixing the door;Were you fixing the door;You fixing the door were;4;9;it´s not the correct structure;;
mirror  /  I  /  cleaning  /  am  /  the;I am cleaning the mirror;Am I cleaning the mirror;I am mirror the cleaning;I am the mirror cleaning;4;9;it´s not the correct structure;;
the  /  mother  /  My  /  sews  /  blanket;The mother sews my blanket;My mother sews the blanket;My mother the blanket sews;The blanket my mother sews;4;9;it´s not the correct structure;;
for    /  She  /  chicken  /  cooks  /  lunch;She cooks chicken for  the lunch;She cooks for the lunch chicken;Chicken for the lunch she cooks;She cooks the chicken for lunch;4;9;it´s not the correct structure;;
their  /  videogames  /  in  /  play  /  They  /  bedroom;They play videogames in their bedroom ;their bedroom they play videogames;play videogames in they their bedroom;their bedroom they play videogames;4;9;it´s not the correct structure;;
bed  /  My  /  her  /  does  /  sister  ;My sister does her bed;does my sister her bed;her bed my sister does;does her bed my sister;4;9;it´s not the correct structure;;
vegetables  /  don’t  /  eat  /  I;I don’t eat vegetables;don't  I eat vegetables;I eat don’t vegetables;eat vegetables I don’t;4;9;it´s not the correct structure;;
desserts  /  doesn’t  /  My  /  cook  /  brother;My brother doesn’t cook desserts;My doesn’t brother  cook desserts;My brother desserts doesn’t cook ;My brother cook doesn’t desserts;4;9;it´s not the correct structure;;
will  /  dishes  /  You  /  the  /  wash  /  not;You will not wash the dishes;You not will wash the dishes;You will wash not the dishes;will you not wash the dishes;4;9;it´s not the correct structure;;
the   /  will  /  garbage  /  pick-up  /  She;She will pick-up the garbage;She pick-up will  the garbage;will She pick-up the garbage;She will garbage the pick-up ;4;9;it´s not the correct structure;;
orange  /  We  /  drink  /  don’t  /  juice;We don’t drink orange juice;We don’t orange juice drink;We don’t drink juice orange ;We drink don’t  orange juice;4;9;it´s not the correct structure;;
a  /  later  /  shower  /  I  /  take  /  will  ;I will take a shower later;I will shower a take later;I will take a later shower;will  I take a shower later;4;9;it´s not the correct structure;;
its  /  baby  /  crib  /  plays  /  The  /  on;The baby plays on its crib;The crib plays on its baby;The baby crib on its plays;Its baby plays on  the  crib;4;9;it´s not the correct structure;;
father  /  our  /  and  /  rooms  /  Me  /  painted  /  my;Me and my father painted our rooms;My and me father painted our rooms;Me and our father painted my rooms;Me and  our  painted  father my rooms;4;9;it´s not the correct structure;;
nor  /  She  /  pickles  /  never  /  onion  /  eats;She never eats pickles nor onion;She never  pickles nor onion eats;She eats never nor pickles nor onion;She never eats pickles onion;4;9;it´s not the correct structure;;
in  /  walking  /  is  /  father  /  hall  /  My  /  the;My father is walking in the hall;My hall is walking in the father;My father is the walking in  hall;My father is in walking  the hall;4;9;it´s not the correct structure;;
home  /  always  /  Mom  /  are  /  at  /  dad  /  and  /  Sunday  /  on;Mom and dad are always at home on Sunday;Mom and dad are always on Sunday at home;Mom and dad always are at home on Sunday;Mom and dad are at home on Sunday always;4;9;it´s not the correct structure;;
sister  /  and  /  Me  /  I  /  fixed  /  radio  /  the  /  my ;Me and my sister fixed the radio;Me and my sister the  fixed radio;My and me sister fixed the radio;Me and my sister the radio fixed;4;9;it´s not the correct structure;;
the  /  eat  /  cats  /  kitchen  /  and   /  in  /  The;The cats eat in the kitchen;The eats cat in the kitchen;The cats in eat  the kitchen;The cats eat the kitchen in;4;9;it´s not the correct structure;;
clean  /  weekends  /  always  /  swimming-pool  /  I  /  the  /  on;I always clean the swimming pool on weekends;I clean always  the swimming pool on weekends;I always clean swimming pool on the weekends;I clean the swimming pool on weekends always;4;9;it´s not the correct structure;;
in  /  brother  /  toys  /  floor  /  little  /  left  /  his  /  My  /  the;My little brother left his toys in the floor;My brother left his little toys in the floor;My brother left his toys in the little floor;My left brother his little toys in the floor;4;9;it´s not the correct structure;;
my  /  sleeps  /  baby  /  on  /  The  /  sometimes  /  bed;The baby sometimes sleeps in my bed;My bed sleeps sometimes in the baby;The bed sometimes sleeps in my baby;The baby sleeps sometimes in my bed;4;9;it´s not the correct structure;;
with  /  My  /  videogames  /  caught  /  brother  /  me  /  playing  /  his;My brother caught me playing with his videogames;My brother caught his playing with me videogames;My videogames caught me playing with his brother;Me brother caught his playing with my videogames;4;9;it´s not the correct structure;;
floor  /  the  /   ?  /  you  /  Did  /  mop  ;Did you mop the floor?;Did you floor the mop?;Did the floor mop you?;Did the mop the floor you?;4;9;it´s not the correct structure;;
like  /  in  /  with  /  table  /  the  /  doesn’t  /  to /  us /  He  /  eat;He doesn’t like to eat in the table with us;He  like to eat in the table doesn’t with us;He doesn’t like us to eat in the table with;He doesn’t like to table in the eat with us;4;9;it´s not the correct structure;;
liquor  /  My  /  drink  /  doesn’t  /  mother ;My mother doesn’t drink liquor;My mother drink  doesn’t liquor;My mother doesn’t liquor drink ;My liquor doesn’t drink mother;4;9;it´s not the correct structure;;
sleep  /   ?  /  on  /  Do  /  like  /  a  /  carpet  /  to  /  you;Do you like to sleep on the carpet?;To you like do sleep on the carpet?;Do you like to carpet on the sleep?;Do you sleep to like on the carpet?;4;9;it´s not the correct structure;;
boxes   /  are  /  terrace  /  on  /   There  /  two  /  the ;There are two boxes on the terrace;There two  are boxes on the terrace;There are two terrace on the boxes;There are boxes on the two terrace;4;9;it´s not the correct structure;;
keep  /  in  /  We  /  basement  /  our  /  old  /  down /  the  /  stuff ;We keep our old stuff down in the basement;We keep our old basement down in the stuff;We keep our down old stuff in the basement;We stuff our old keep down in the basement;4;9;it´s not the correct structure;;
the  /  night-table  /  are  /  keys  /  The  /  inside;The keys are inside the night-table;The night-table are inside the keys ;The inside are the night-table keys;The inside keys are the night-table ;4;9;it´s not the correct structure;;
balcony  /  am  /  the  /  playing  /  I   /  in;I am playing in the balcony;I playing in am the balcony;The balcony I am playing in ;I am in the balcony playing;4;9;it´s not the correct structure;;
six  /  has  /  dining-room  /  The  /  chairs;The dinning-room has six chairs;The chairs has six dinning-room;The dinning-room six has chairs;The dinning-room six chairs has;4;9;it´s not the correct structure;;
the    /  brother  /  painting  /  fence  /  is    /  My;My brother is painting the fence;My fence is painting the brother;the brother is painting my fence;My brother painting the fence is;4;9;it´s not the correct structure;;
behind  /  My  /  door  /  jacket  /  the  /  is;My jacket is behind the door;My door is behind the jacket;My jacket is the door behind;My jacket behind the door is;4;9;it´s not the correct structure;;
Saturday  /  lawn  /  I  /  cut  /  on  /  will  /  the;I will cut the lawn on Saturday;I will Saturday the cut lawn on ;I will cut the Saturday on lawn;I will lawn the cut on Saturday;4;9;it´s not the correct structure;;
letters  /  There  /  mailbox  /  four  /  were  /  the  /  on;There are four letters on the mailbox;Letters are four there on the mailbox;There are four mailbox on the letters;There are letters on the four  mailbox;4;9;it´s not the correct structure;;
are there mirrors in the house?;there are mirrors in the house;there are not mirrors in the house;there a lot of mirrors in the house;there is a mirror in the house;5;9;this is not the correct answer from the video;casa_3;
are there flowers in the jar?;there are flowers in the jar;there are not flowers in the jar;there is a flower in the jar;there are two flowers in the house;5;9;this is not the correct answer from the video;casa_3;
is there conditional air in the house?;there is conditional air in the house;there is no conditional air in the house;there are conditional airs in the house;there are a lot of conditional airs in the house;5;9;this is not the correct answer from the video;casa_3;
is there a dinning table in the house?;there is a dinning table in the house;there are dinning tables in the house;there are a lot of dinning tables in the house;there are two dinning rooms in the house;5;9;this is not the correct answer from the video;casa_3;
is there a lamp above the dinning table?;there is a lamp above the dinning table;there are fifteen lamps above the dinning table;there is not a lamp above the dinning table;there is not any lamp above the dinning table;5;9;this is not the correct answer from the video;casa_3;
are there paintings in the wall?;there are paintings in the wall;there aren't paintings in the wall;there is a painting in the wall;there is not any painting in the wall;5;9;this is not the correct answer from the video;casa_3;
are there candles in the dinning room?;there are candles in the dinning room;there are not candles in the dinning room;there are a lot of candles in the dinning room;there is a candle in the dinning room;5;9;this is not the correct answer from the video;casa_3;
is the dinning room black?;the dinning room is not black;the dinning room is brown;the dinning room is pink;the dinning room is golden;5;9;this is not the correct answer from the video;casa_3;
is the dinning room dirty?;the dinning room is not dirty;the dinning room is so dirty;the dinning room is to much dirty;the dinning room is a lot of dirty;5;9;this is not the correct answer from the video;casa_3;
is this an old dinning room?;this is not an old dinning room;this is an old dinning room;this is a very old dinning room;this is a too much old dinning room;5;9;this is not the correct answer from the video;casa_3;
are there two candelabrums?;there are two candelabrums;there are not two candelabrums;there is a candelabrum;there are a lot of candelabrums;5;9;this is not the correct answer from the video;casa_3;
is this a beautiful dinning room?;this is a beautiful dinning room;this is not a beautiful dinning room;this is an ugly dinning room;this is a terrible dinning room;5;9;this is not the correct answer from the video;casa_3;
is the dinning room decorated?;the dinning room is decorated;the dinning room is disordered;the dinning room is not decorated;the dinning room is horrible;5;9;this is not the correct answer from the video;casa_3;
is the house white?;la casa es blanca ?;la casa tiene 2 pisos ?;hay 3 arboles alrededor de la casa ?;esta es una nueva casa ?;6;9;this is not the correct answer from the audio;audi1;
does the house have two floors?;la casa tiene 2 pisos ?;hay 3 arboles alrededor de la casa ?;esta es una nueva casa ?;hay 2 casas ?;6;9;this is not the correct answer from the audio;audi2;
are there trees around the house?;hay 3 arboles alrededor de la casa ?;esta es una nueva casa ?;hay 2 casas ?;la casa tiene ventanas ?;6;9;this is not the correct answer from the audio;audi3;
is this a new house?;esta es una nueva casa ?;hay 2 casas ?;la casa tiene ventanas ?;es una casa grande ?;6;9;this is not the correct answer from the audio;audi4;
are there two houses?;hay 2 casas ?;la casa tiene ventanas ?;es una casa grande ?;la casa esta en la ciudad ?;6;9;this is not the correct answer from the audio;audi5;
does the house have windows?;la casa tiene ventanas ?;es una casa grande ?;la casa esta en la ciudad ?;tiene una piscina ?;6;9;this is not the correct answer from the audio;audi6;
is it a big house?;es una casa grande ?;la casa esta en la ciudad ?;tiene una piscina ?;tiene muchas habitaciones ?;6;9;this is not the correct answer from the audio;audi7;
is the house in the city?;la casa esta en la ciudad ?;tiene una piscina ?;tiene muchas habitaciones ?;brenda esta abriendo la puerta ?;6;9;this is not the correct answer from the audio;audi8;
does it have  a pool?;tiene una piscina ?;tiene muchas habitaciones ?;brenda esta abriendo la puerta ?;marcela y cindy estan  ahorrando dinero ?;6;9;this is not the correct answer from the audio;audi9;
does it have a lot of rooms?;tiene muchas habitaciones ?;brenda esta abriendo la puerta ?;marcela y cindy estan  ahorrando dinero ?;usted arregla computadores ?;6;9;this is not the correct answer from the audio;audi10;
is brenda openning the door?;brenda esta abriendo la puerta ?;marcela y cindy estan  ahorrando dinero ?;usted arregla computadores ?;el baño huele mal ?;6;9;this is not the correct answer from the audio;audi11;
are marcela and cindy saving money?;marcela y cindy estan  ahorrando dinero ?;usted arregla computadores ?;el baño huele mal ?;te gustaba hacer ejercicio ?;6;9;this is not the correct answer from the audio;audi12;
do you fix computers?;usted arregla computadores ?;el baño huele mal ?;te gustaba hacer ejercicio ?;usted aprendera a hablar ingles ?;6;9;this is not the correct answer from the audio;audi13;
does the bathroom smell bad?;el baño huele mal ?;te gustaba hacer ejercicio ?;usted aprendera a hablar ingles ?;andrea finalizo su tarea ?;6;9;this is not the correct answer from the audio;audi14;
did you like to do exercise?;te gustaba hacer ejercicio ?;usted aprendera a hablar ingles ?;andrea finalizo su tarea ?;nosotros necesitamos ganar dinero ?;6;9;this is not the correct answer from the audio;audi15;
will you learn to speak english?;usted aprendera a hablar ingles ?;andrea finalizo su tarea ?;nosotros necesitamos ganar dinero ?;el esta desayunando ?;6;9;this is not the correct answer from the audio;audi16;
does andrea finish her homework?;andrea finalizo su tarea ?;nosotros necesitamos ganar dinero ?;el esta desayunando ?;ella esta organizando la cama ?;6;9;this is not the correct answer from the audio;audi17;
do we need to earn money?;nosotros necesitamos ganar dinero ?;el esta desayunando ?;ella esta organizando la cama ?;quieres estudiar ingles ?;6;9;this is not the correct answer from the audio;audi18;
is he having breakfast?;el esta desayunando ?;ella esta organizando la cama ?;quieres estudiar ingles ?;nosotros estabamos viendo tv anoche;6;9;this is not the correct answer from the audio;audi19;
is she making the bed?;ella esta organizando la cama ?;quieres estudiar ingles ?;nosotros estabamos viendo tv anoche;usted estara almorzando ;6;9;this is not the correct answer from the audio;audi20;
do you want to study english?;quieres estudiar ingles ?;nosotros estabamos viendo tv anoche;usted estara almorzando ;ella esta hablando con sus amigas ?;6;9;this is not the correct answer from the audio;audi21;
we were watching tv last night;nosotros estabamos viendo tv anoche;usted estara almorzando ;ella esta hablando con sus amigas ?;ellas estan trabajando juntas ?;6;9;this is not the correct answer from the audio;audi22;
you will be having lunch;usted estara almorzando ;ella esta hablando con sus amigas ?;ellas estan trabajando juntas ?;la casa es blanca ?;6;9;this is not the correct answer from the audio;audi23;
she is talking to her friends;ella esta hablando con sus amigas ?;ellas estan trabajando juntas ?;la casa tiene 2 pisos ?;hay 3 arboles alrededor de la casa ?;6;9;this is not the correct answer from the audio;audi24;
lina and jessika are working together;ellas estan trabajando juntas ?;la casa es blanca ?;la casa tiene 2 pisos ?;hay 3 arboles alrededor de la casa ?;6;9;this is not the correct answer from the audio;audi25;
is this an elegant room?;this is an elegant room;this isn't an elegant room;this is an ugly room;this is an horrible room;1;10;it is not the correct description;15;
are there fornitures in the room?;there are fornitures in the room;there aren't fornitures in the room;there is fornitures in the room;there is any fornitures in the room;1;10;it is not the correct description;15;
are there two lamps in the room?;there are two lamps in the room;there aren't two lamps int he room;there aren't anything lamps int he room;there is one lamp in the room;1;10;it is not the correct description;15;
is the room the smallest?;the room isn't the smallest;the room is the smallest;the room isn't small;the room is big;1;10;it is not the correct description;15;
is the room too elegant?;the room is too elegant;the room is too ugly;the room is too dirty;the room is too terrible;1;10;it is not the correct description;15;
are there people in the room;there aren't people in the room;there are two people in the room;there is one person in the room;there are a lot of people in the room;1;10;it is not the correct description;15;
isn't there any body in the room?;there isn't anybody in the room;there is a person in the room;there are people in the room;there are a lot of people in the room;1;10;it is not the correct description;15;
are there a lot of chairs in the room?;there are a lot of chairs in the room;there are two chairs in the room;there is one chair in the room;there aren't chairs in the room;1;10;it is not the correct description;15;
is there a t.v. in the living room?;there is a t.v. in the living room;there isn't a t.v. in the living room;there are t.v.s in the living room;there isn't any t.v. in the living room;1;10;it is not the correct description;16;
are there two fans in the living room?;there aren't two fans in the living room;there are two fans in the living room;there are a lot of fans in the linving room;there are many fans in the living room;1;10;it is not the correct description;16;
is there a fan in the living room?;there is a fan in the living room;there isn't a fan in the living room;there are two fans in the living room;there are several fan in the living room;1;10;it is not the correct description;16;
is there a painting in the living room?;there is a painting in the living room;there isn't a painting in the living room;there are paintings in the living room;there are four paintings in the living room;1;10;it is not the correct description;16;
is there a vacuum in the living room?;there is a vacuum in the living room;there isn't a vacuum in the living room;there is any vacuum in the living room;there is some vacuum in the living room;1;10;it is not the correct description;16;
are there vacuums in the living room?;there aren't vacuums in the living room;there are vacuums in the living room;there are few vacuums in the living room;there are some vacuums in the living room;1;10;it is not the correct description;16;
is there a cup on the table;there is a cup on the table;there isn't a cup on the table;there are cups on the table;there are many cups on the table;1;10;it is not the correct description;16;
are there cups on the table?;there aren't cups on the table;there are cups on the table;there are several cups on the table;there are a lot of cups on the table;1;10;it is not the correct description;16;
is there a table in the living room?;there is one table in the living room;there isn't one table in the living room;there are tables int he living room;there are some tables in the living room;1;10;it is not the correct description;16;
isn't there a telephone on the floor?;there is a telephone on the roof;there isn't a telephone on the floor;there are telephones on the floor;there are ninty telephones on the floor;1;10;it is not the correct description;16;
is there a home theater in the living room?;there is a home theater int he living room;there isn't a home theater in the living room;there are home theaters in the living room;there are one home theater in the living room;1;10;it is not the correct description;17;
is the living room big?;the living room is big;the living room is small;the living room is the smallest;the living room is short;1;10;it is not the correct description;17;
is the living room ugly?;the living room isn't ugly;the living room is ugly;the living room is dirty;the living room is bad;1;10;it is not the correct description;17;
is the living room beautiful?;the living room is so beautiful;the living room is so ugly;the living room is so bad;the living room is a little bad;1;10;it is not the correct description;17;
is this a new living room?;this is a new living room;this is an old living room;this is a so old living room;this is the oldest living room;1;10;it is not the correct description;17;
are the fornitures red?;the fornitures are red;the formitures are black ;the fornitures are green;the fornitures are pink;1;10;it is not the correct description;17;
is there a closet in the bedroom?;there is a closet in the bedroom;there isn't a closet int he bedroom;there are closets in the bedroom;there three closets in the bedroom;1;10;it is not the correct description;18;
are there plants in the bedroom?;there are plants in the bedroom;there is a plant in the bedroom;there are two plants in the bedroom;there aren't plants in the bedroom;1;10;it is not the correct description;18;
are there a lot of windows in the bedroom';there are a lot of windows in the bedroom;there are five windows in the bedroom;there aren't a lot of windows in the bedroom;there are three windows in the bedroom;1;10;it is not the correct description;18;
is the roof white';the roof is white;the roof is black;the roof is purple;the roof is golden;1;10;it is not the correct description;18;
isn't there a lamp on the table;there is a lamp on the table;there isn't a lamp on the table;there are two lamps on the table;there are many lamps on the table;1;10;it is not the correct description;18;
are there two lamps on the table?;there aren't two lamps on the table;there are lamps on the table;there are several lamps on the table;there are many lamps on the table;1;10;it is not the correct description;18;
are there trees outside the bedroom?;there are trees outside the bedroom;there aren't trees outside the bedroom;there is a tree outside the bedroom;there are two trees outside the bedroom;1;10;it is not the correct description;18;
is there a bulb on in the bedroom?;there is a bulb on in the bedroom;there isn't a bulb on in the bedroom;there are bulbs on in the bedroom;there are seven bulbs on in the bedroom;1;10;it is not the correct description;18;
is the garage organized?;the garage is organized;the garage is dirty;the garage is broken;the garage is full of things;1;10;it is not the correct description;19;
is there a car in the garage?;there isn't a car int he garage;there is a car in the garage;there are cars in the garage ;there are two cars in the garage;1;10;it is not the correct description;19;
are there two bicycles in the garage?;there are two bicycles in the garage;there is one bicycle in the garage;there are serveral bicycles in the garage;there aren't bicycles in the garage;1;10;it is not the correct description;19;
are there many things int he garage?;there are many things int he garage;there aren't many things in the garage;there are anything in the garage;there is one thing in the garage;1;10;it is not the correct description;19;
Were you mopping the floor?;yes, I was mopping it ;no, I was mopping it ;yes, it was mopping it ;no I wasn’t mop it ;2;10;this is not the correct answer;;
Is the cat playing on the terrace?;no, it is not playing there;yes, it was plying there;yes, it is play there;no, this is not playing there;2;10;this is not the correct answer;;
Was your sister bothering you?;yes, she was doing it;yes, she is doing it;no, she weren’t doing it ;no, he wasn’t doing I t;2;10;this is not the correct answer;;
Were you and your sister playing soccer?;yes, we were playing together;no, we aren’t playing together;yes, we are playing together;no, we wasn’t playing together;2;10;this is not the correct answer;;
Was your father painting the porch?;no, he wasn’t painting the porch ;yes, he were painting the porch ;no, he weren’t painting the porch ;yes, he is painting the porch ;2;10;this is not the correct answer;;
Were we having fun in the backyard?;yes, we were;no, we aren’t;no, we won’t ;yes, we was;2;10;this is not the correct answer;;
Will you be waiting for us at home?;yes, I will be waiting for you ;no, you will not be waiting for us;yes, you will be waiting for us;no, I won’t waiting for you ;2;10;this is not the correct answer;;
Will she watch the T.V show?;no, she will not watch it ;yes, she will be watching it ;yes, she will be watch it ;no, she won’t be watch it ;2;10;this is not the correct answer;;
