Is there a home theater in the living room?;There is a home theater in the living room;There isn't a home theater in the living room;There are home theaters in the living room;There are one home theater in the living room;1;10;It is not the correct description;17
Is the living room big?;The living room is big;The living room is small;The living room is the smallest;The living room is short;1;10;It is not the correct description;17
Is the living room ugly?;The living room isn't ugly;The living room is ugly;The living room is dirty;The living room is bad;1;10;It is not the correct description;17
Is the living room beautiful?;The living room is so beautiful;The living room is so ugly;The living room is so bad;The living room is a little bad;1;10;It is not the correct description;17
Is this a new living room?;This is a new living room;This is an old living room;This is a so old living room;This is the oldest living room;1;10;It is not the correct description;17
Are the forniture red?;The fornitures are red;The formitures are black ;The fornitures are green;The fornitures are pink;1;10;It is not the correct description;17
Is there a closet in the bedroom?;There is a closet in the bedroom;There isn't a closet int he bedroom;There are closets in the bedroom;There three closets in the bedroom;1;10;It is not the correct description;18
Are there plants in the bedroom?;There are plants in the bedroom;There is a plant in the bedroom;There are two plants in the bedroom;There aren't plants in the bedroom;1;10;It is not the correct description;18
Are there a lot of windows in the bedroom?;There are a lot of windows in the bedroom;There are five windows in the bedroom;There aren't a lot of windows in the bedroom;There are three windows in the bedroom;1;10;It is not the correct description;18
Is the roof white?;The roof is white;The roof is black;The roof is purple;The roof is golden;1;10;It is not the correct description;18
Isn't there a lamp on the table?;There is a lamp on the table;There isn't a lamp on the table;There are two lamps on the table;There are many lamps on the table;1;10;It is not the correct description;18
Are there two lamps on the table?;There aren't two lamps on the table;There are lamps on the table;There are several lamps on the table;There are many lamps on the table;1;10;It is not the correct description;18
Are there trees outside the bedroom?;There are trees outside the bedroom;There aren't trees outside the bedroom;There is a tree outside the bedroom;There are two trees outside the bedroom;1;10;It is not the correct description;18
Is there a bulb on in the bedroom?;There is a bulb on in the bedroom;There isn't a bulb on in the bedroom;There are bulbs on in the bedroom;There are seven bulbs on in the bedroom;1;10;It is not the correct description;18
Is the garage organized?;The garage is organized;The garage is dirty;The garage is broken;The garage is full of things;1;10;It is not the correct description;19
Is there a car in the garage?;There isn't a car int he garage;There is a car in the garage;There are cars in the garage ;There are two cars in the garage;1;10;It is not the correct description;19
Are there two bicycles in the garage?;There are two bicycles in the garage;There is one bicycle in the garage;There are serveral bicycles in the garage;There aren't bicycles in the garage;1;10;It is not the correct description;19
Are there many things in the garage?;There are many things in the garage;There aren't many things in the garage;There are anything in the garage;There is one thing in the garage;1;10;It is not the correct description;19
Were you mopping the floor?;Yes, I was mopping it ;No, I was mopping it ;Yes, it was mopping it ;No I wasn’t mop it ;2;10;This is not the correct answer;
Is the cat playing on the terrace?;No, it is not playing there;Yes, it was plying there;Yes, it is play there;No, this is not playing there;2;10;This is not the correct answer;
Was your sister bothering you?;Yes, she was doing it;Yes, she is doing it;No, she weren’t doing it ;No, he wasn’t doing i t;2;10;This is not the correct answer;
Were you and your sister playing soccer?;Yes, we were playing together;No, we aren’t playing together;Yes, we are playing together;No, we wasn’t playing together;2;10;This is not the correct answer;
Was your father painting the porch?;No, he wasn’t painting the porch ;Yes, he were painting the porch ;No, he weren’t painting the porch ;Yes, he is painting the porch ;2;10;This is not the correct answer;
Were we having fun in the backyard?;Yes, we were;No, we aren’t;No, we won’t ;Yes, we was;2;10;This is not the correct answer;
Will you be waiting for us at home?;Yes, i will be waiting for you ;No, you will not be waiting for us;Yes, you will be waiting for us;No, i won’t waiting for you ;2;10;This is not the correct answer;
Will she watch the t.v show?;No, she will not watch it ;Yes, she will be watching it ;Yes, she will be watch it ;No, she won’t be watch it ;2;10;This is not the correct answer;
Will she be drawing on the wall?;No, she won’t be  ;Yes, she will ;No, she won’t;Yes, she was be ;2;10;This is not the correct answer;
Will they be painting tomorrow?;Yes, they will be painting it ;No, they will be paint it ;No, the won’t be painting i t;Yes, they will painting  it ;2;10;This is not the correct answer;
Will he be working on the ceiling?;No, he won’t be working on it ;Yes, he will working on it ;Yes, he will be work on it ;No, he won’t working on i t;2;10;This is not the correct answer;
Does your father read the newspaper?;Yes, he does;Yes, he read ;No, he don’t ;No, he readn’t ;2;10;This is not the correct answer;
Did you fix that broken chair?;No , I didn’t fix it ;Yes, you fix it ;No, I don’t fix it ;Yes, I fix it ;2;10;This is not the correct answer;
Did the baby break the porcelain?;Yes, he did ;Yes, he do ;No, the don’t ;No, he doesn’t ;2;10;This is not the correct answer;
Did the dog bite the sofa?;No, it didn’t ;Yes, it do ;No, it doesn’t;Yes, it does;2;10;This is not the correct answer;
Do your mother and sister read the magazine?;Yes, they read it  ;Yes, they reads it ;No, they doesn’t read it;No, they didn’t read it ;2;10;This is not the correct answer;
Are they changing the light bulb?;Yes, they are changing it  ;No, the aren’t changing it ;Yes, the are changing it ;No, they’re aren’t changing it ;2;10;This is not the correct answer;
Were you dancing last weekend?;I was dancing ast weekend;I weren´t dancing last weekend;I dancing was last weekend;I was last weekend dancing;2;10;This is not the correct answer;
Will she call by cellphone?;She will call by celphone;She call will by cellphone;She by will call cellphone;She will call cellphone by;2;10;This is not the correct answer;
Did he build the house?;He built the house;He did build the house;He built did the house;He build did the house;2;10;This is not the correct answer;
Are they studying to present the exam?;They aren´t studying to present the exam;They are to present the exam studying;Aren´t they studying present to the exam;To present the exam studying they are;2;10;This is not the correct answer;
Will we be parking the car ?;We will be parking the park;We won´t be the car parking;We not will be parking the car ;We parking the car will be;2;10;This is not the correct answer;
Were you making clothes?;We were making clothes;I am making clothes;We will be making clothes;I was making clothes;2;10;This is not the correct answer;
Was she writing a letter?;She was writing a letter;She were writing a letter;She is writing a letter;She will be writing a letter;2;10;This is not the correct answer;
Will my cousin be traveling?;He will be traveling;She will be traveling;It will be traveling ;They will be traveling;2;10;This is not the correct answer;
Is Leonardo watching tv?;He is watching tv;She is watching tv;It is watching tv;I am watching tv;2;10;This is not the correct answer;
Are Dilan and Andres taking a shower?;They're taking a shower;They's taking a shower;They're a shower taking;They're taking shower a;2;10;This is not the correct answer;
Will the women be making up?;They'll be making up;They're will be making up;They'll making be up;They's will be making up;2;10;This is not the correct answer;
Does the parrot sing a song in the backyard?;It sings a song in the backyard;It sing a song in the back yard;It song a sing in the backyard;It sing a song the in backyard;2;10;This is not the correct answer;
Were there dogs running around the house?;There were dogs running around the house;There was dogs running around the house;There were dogs around the house running;There was around the house running dogs;2;10;This is not the correct answer;
Was Tatiana drinking water last night?;She was drinking water last night;She was water drinking last night;She drinking was water last night;Last night drinking water she was;2;10;This is not the correct answer;
Did Fabiola buy a car for the family?;Fabiola bought a car for the family;Fabiola buys a car for the family;Fabiola buyed a car for the family;Fabiola buied a car to the family;2;10;This is not the correct answer;
Did Marcela forget to clean the house?;Marcela forgot to clean the house;Marcela forget to clean the house;Marcela forgets to clean the house;Marcela forgots to clean the house;2;10;This is not the correct answer;
Does Lina have to work in the disco?;Lina has to work in the disco;Lina have to work in the disco;Lina does has to work in the disco;Lina does have to work in the disco;2;10;This is not the correct answer;
Is Dilan hitting andres?;He's  hitting Andres;He're hitting Andres;He'll is hitting Andres;He'd hitting Andres;2;10;This is not the correct answer;
Does my mom love all the family?;My mom loves all the family;My mom love all the family;All the family my mom loves;My mom loves the family all;2;10;This is not the correct answer;
My cousin   ___________   inside the house.;Is ;Were;Have ;Are;3;10;This word isn´t appropiate;
Jhon   ___________ with the dog in the backyard;Plays ;Play;Playing;Playes;3;10;This word isn´t appropiate;
Our grandfather ___________ the newspaper everyday ;Reads ;Read;Readed;Reading;3;10;This word isn´t appropiate;
Peter will  ____________  tomorrow to the ee.uu;Travel ;Travels;Traveled;Traveling;3;10;This word isn´t appropiate;
My mother ___________ her bedroom in  black and white;Painted ;Paintes;Painting;Paint;3;10;This word isn´t appropiate;
I ____________ all the ice-cream that _____________ in the fridge;Ate  / was;Eaten   /   were;Eats   /   were;Eat  /   was;3;10;This word isn´t appropiate;
She didn’t _____________ orange juice today ;Drink ;Drunks;Drank;Drinks;3;10;This word isn´t appropiate;
Susan ___________ in the gym everyday ;Trains ;Trained;Train;Training;3;10;This word isn´t appropiate;
Daniel will _____________  beer for the weekend;Bring ;Brouhgt;Brought;Brings;3;10;This word isn´t appropiate;
My nephew _________ videogames all the day long;Plays ;Playies;Playing;Play;3;10;This word isn´t appropiate;
My daughter never _____________ sleep early;Goes to ;Go to ;Went ;Going to ;3;10;This word isn´t appropiate;
Erika often ___________ with her sister;Fights ;Fight;Fought;Fighted;3;10;This word isn´t appropiate;
My wife  rarely _____________  with me ;Argues ;Arguing;Argue;Argued;3;10;This word isn´t appropiate;
She ___________ their kids so much ;Loves ;Loving;Lovet;Love;3;10;This word isn´t appropiate;
We want to _________  a snack while we ___________ the match ;Eat   /   watch;Ate   /  watched;Eats   /   watches;Eat   /  watched;3;10;This word isn´t appropiate;
The attic _________ full of old and broken things;Is ;Were;Are;Will ;3;10;This word isn´t appropiate;
My sister ____________ her lunch with her best friend;Shares ;Sharet;Sharret;Sharring;3;10;This word isn´t appropiate;
Michael doesn’t _____________ the computer;Use;Uses;Used;Using;3;10;This word isn´t appropiate;
This window ___________ so difficult to __________;Is   /  clean;Were  /  clean;Are  /  clean ;Is   /   cleans;3;10;This word isn´t appropiate;
Tomorrow in the morning i will  ___________ the pets ;Feed ;Feeded;Feeds;Fed;3;10;This word isn´t appropiate;
Tonight she will ____________  the homework ;Do;Does;Did;Done;3;10;This word isn´t appropiate;
Jim is _____________ the car;Fixing;Fixs;Fixed;Fixes;3;10;This word isn´t appropiate;
On the weekend there will ____________ a party at home;Be ;Is;Are;Was ;3;10;This word isn´t appropiate;
Next week our aunt will _____________ several cakes;Cook ;Cooking;Cooks;Cooked;3;10;This word isn´t appropiate;
On saturday my sister and me will _____________ the basement;Organize ;Organized;Organised;Organise;3;10;This word isn´t appropiate;
Last week my uncle ____________ the roof;Repaired ;Repaires;Repairing;Repairs;3;10;This word isn´t appropiate;
Mathew _________ a cup this morning;Broke ;Break;Breaked;Broked;3;10;This word isn´t appropiate;
My parents will ____________ a new house next year ;Buy ;Buys;Bought;Buyed;3;10;This word isn´t appropiate;
Mary  ____________ to our house last night;Arrived;Arriving;Arrives;Arrive;3;10;This word isn´t appropiate;
The next door guy ________ my father’s motorcycle;Fixed;Fix;Fixing;Fixs;3;10;This word isn´t appropiate;
My sister-in-law will ___________ us the next week;Visit;Visited;Visits;Visiting;3;10;This word isn´t appropiate;
Me and my cousin will _________ the house on wednesday ;Clean ;Cleant;Cleaned;Cleans;3;10;This word isn´t appropiate;
Lady ________ a biology book in her room ;Reads;Readed;Read;Reading;3;10;This word isn´t appropiate;
My mother’s hairdresser _______ to ________ repaired;Needs /  be ;Needs   /  is ;Need  /  be;Need / is;3;10;This word isn´t appropiate;
The coffee maker _______ not where I ___________ the last time ;Is / saw;Are / saw ;Is / see;Are / seen ;3;10;This word isn´t appropiate;
My grandmother _________ a sweater;Sewed ;Sawed;Sawn;Saw;3;10;This word isn´t appropiate;
Birds /the /window/at/sing/the;The birds sing at the window;Birds the sing at the window;Sing at the window the birds;The at window the birds sing;4;10;It´s not the correct structure;
We/all/the/ soccer/ match/are/watching;We are all watching the soccer match ;We all are the soccer watching match;We are watching the soccer match all;The soccer match we are all watching ;4;10;It´s not the correct structure;
My parents / the/ time/ working/are/all;My parents are working all the time;Parents my are working all the time;My parents working are all the time;My parents all are the time working;4;10;It´s not the correct structure;
I /the/ read/book/gave/ my/ sister/ me/it;I read the book, my sister gave me them;The book I read, my sister me gave it;I read the book, my sister gave it me;I read the book, me my sister gave  it;4;10;It´s not the correct structure;
My aunt / my/gave/ mother/ a/ dishware/bought/ she/ yesterday/it;My aunt gave my mother a dishware, she bought it yesterday;My aunt gave my mother a dishware, she bought yesterday it;Gave my aunt gave  my mother a dishware, she bought it yesterday;My aunt  my mother gave a dishware, she bought it yesterday;4;10;It´s not the correct structure;
Mary /new/from/is/ york/;Mary is from new york;Is Mary new york from;New york Mary is from;Is new york Mary from;4;10;It´s not the correct structure;
Erika   /last/sick //week /was;Erika was sick last week;Sick Erika was last week;Erika sick was last week;Last week was sick Erika;4;10;It´s not the correct structure;
Am/ I /old/23/ years/;I am 23 years old;I 23 am years old;Years old I am 23;I am 23 old years;4;10;It´s not the correct structure;
More/be/ new/will /students/next/ year ;More new students willbe next year;New more students will be next year;Students will be new more next year;Next year more new students will be;4;10;It´s not the correct structure;
The /keys/ table / over/were/ the;The keys were over the table;Were over the table the keys;Keys the over the table were;The keys over were the table;4;10;It´s not the correct structure;
My/ and/ me/sister/so/ be/ will/ thirsty;My sister and me will be so thirsty;Me and my sister be will so thirsty;Be my sister and me will so thirsty;My sister be will and me so thirsty;4;10;It´s not the correct structure;
My/ mother’s/food/favorite/  spaghetti/is;My mother's favorite food is spaghetti;Is favorite food my mother's spaghetti;Favorite food my mother's is spaghetti;Spaguetti my favorite food is my mother's;4;10;It´s not the correct structure;
Jake/to/ sweden/will/ june/ on/travel;Jake will travel to sweden on june;Travel Jake will to sweden on june;Jake will travel sweden to on june;On june to sweden Jake be will travel;4;10;It´s not the correct structure;
The fan /  work/doesn't/anymore;The fan doesn't work anymore;Anymore the fan work doesn't;The fan doesn't anymore work;The fan work doesn't anymore;4;10;It´s not the correct structure;
Is/the/ laptop /desk/the/over;The laptop is over the desk;Laptop is the over the desk;Over the desk is laptop the;The desk over is the laptop;4;10;It´s not the correct structure;
Windows/the/  next/ the/to/ door/are;The windows are next to the door;The windows are to next the door;Next to the door the are windows;Are windows the next to the door;4;10;It´s not the correct structure;
The bed / between/is/ night/ tables/the;The bed is between the night tables;Between the bed is the night tables;The night tables is the between bed;The bed between the night tables is;4;10;It´s not the correct structure;
My brother /the/ candies/ate/  in/the/bowl/were/that;My brother ate the candies that were in the bowl;The candies my brother ate that were in the bowl;The bowl that were the candies my brother ate in;My brother that were the candies ate in the bowl;4;10;It´s not the correct structure;
The/runs/dog/circles/on;The dog runs on circles;Runs the dog on circles;The dog on circles runs;On runs the dog circles;4;10;It´s not the correct structure;
My/studies/ in/ room/sister/her;My sister studies in her room;In room her my sister studies;Sister my in her room studies;In her my sister room studies;4;10;It´s not the correct structure;
Those/suit/paintings/my/ room/in;Those paintings suit in my room;Those suit paintings in my room;Suit paintings those in my room;Paintings suit those  in my room;4;10;It´s not the correct structure;
Father/my /watches/t.v.;My father watches t.v.;Watches t.v. My father;T.v. Watches my father;My father t.v. Watches ;4;10;It´s not the correct structure;
We /2 /have/cars /garage/in /the;We have 2 cars on the garage;2 cars in the garage have we;In the garage 2 cars we have;We have in the garage 2 cars;4;10;It´s not the correct structure;
Did /i/ homework/my;I did my homework;Did i my homework;Homework my i did;I my homework did;4;10;It´s not the correct structure;
My brother /will/the/ wash/dishes;My brother will wash the dishes;Will the dishes my brother wash;Will wash my brother the dishes;Dishes will my brother wash;4;10;It´s not the correct structure;
We/ our/ house/clean;We clean our house;Our we clean house;Our house clean we;Our house we clean;4;10;It´s not the correct structure;
 mother/ painted/my/  nails/her;My mother painted her nails;My mother her nails painted;My mother painted nails her;Painted her nails my mother ;4;10;It´s not the correct structure;
Microwave/ the/doesn’t /on/turn;The microwave doesn't turn on;The microwave turn on doesn't;The microwave turn doesn't on;Turn the microwave on doesn't;4;10;It´s not the correct structure;
Last /the/night / birds/ twitting/were/their/ cage/ in.;Last night the birds were twitting in their cage;In their cage last night the birds were twitting;Last night were twitting in their cage the birds;Last in their cage night the birds were twitting;4;10;It´s not the correct structure;
My /yesterday  /mother/cooked/delicious/ cherry/a/ pie.;Yesterday my mother cooked a delicious cherry pie;My mother yesterday cooked a cherry pie delicious;Cooked a delicious cherry pie yesterday my mother ;My mother cooked delicious a cherry pie yesterday;4;10;It´s not the correct structure;
When/ was/ I / kid/ I /a/ use/ write/to/the/ walls/ in;When I was a kid, I used to write in the walls;I was a kid when, I used to write in the walls;I was when a kid, I used write to in the walls;I when was a kid, I write to used in the walls;4;10;It´s not the correct structure;
Last /my/year/father /our/ house/painted;Last year my father painted our house;Year last my father painted our house;My father last year painted our house;Painted our house last year my father;4;10;It´s not the correct structure;
Months/ ago/  organized/ a/ we/ charity/ match/few/in/backyard/our;Few months ago we organized a charity match in our backyard;Month ago few we organized a charity match in our backyard;We organized few months ago a charity match in our backyard;Few months ago we organized a match charity in our backyard;4;10;It´s not the correct structure;
Last /week/  i / a/ lot /of/ pictures/my/of / took/room;Last week i took a lot of pictures of my room;I took last week a lot of pictures of my room;Last week i took a lot of my room of  pictures;I took a lot of pictures of my room last week;4;10;It´s not the correct structure;
My /when/father / repairing/ the/ was / car/ i /him /a/gave / soda.;When my father was repairing the car, i gave him a soda;My father when was repairing the car, i him gave a soda;When my father repairing the car was, i gave him a soda;Repairing my father was the car when, i gave him a soda;4;10;It´s not the correct structure;
In / broke/ last/ the / dog / a/ the / porcelain/ days;In the last days the dog broke a porcelain;The last days in the dog broke a porcelain;The last days the dog broke in a porcelain;The last in days the dog broke a porcelain;4;10;It´s not the correct structure;
Is there a television in the bedroom?;There is a television in the bedroom;There is not a television in the bedroom;There are televisions in the bedroom;There isn't any television in the bedroom;5;10;This is not the correct answer from the video;casa_4
Is there a bed in the bedroom?;There is a bed in the bedroom;There is not a bed in the bedroom;There are beds in the bedroom;There are four beds in the bedroom;5;10;This is not the correct answer from the video;casa_4
Is there a curtain in the bedroom?;There is a curtain in the bedroom;There is not a curtain in the bedroom;There are curtains in the bedroom;There is not any curtain in the bedroom;5;10;This is not the correct answer from the video;casa_4
Are there two lamps in the bedroom?;There are two lamps in the bedroom;There aren't two lamps in the bedroom;There are a lot of lamps in the bedroom;There is a lamp in the bedroom;5;10;This is not the correct answer from the video;casa_4
Are there two sinks in the bathroom?;There are two sinks in the bathroom;There are not two sinks in the bathroom;There is a sink in the bathroom;There are three sinks in the bathroom;5;10;This is not the correct answer from the video;casa_4
Is there a tub in the bathroom?;There is a tub in the bathroom;There is not a tub in the bathroom;There are tubs in the bathroom;There are five tubs in the bathroom;5;10;This is not the correct answer from the video;casa_4
Is there a television in the bathroom?;There is a television in the bathroom;There is not a television in the bathroom;There are televisions in the bathroom;There are many televisions in the bathroom;5;10;This is not the correct answer from the video;casa_4
Are there two towels in the bathroom?;There are two towels in the bathroom;There is a towel in the bathroom;There are not two towels in the bathroom;There are a lot of towels in the bathroom;5;10;This is not the correct answer from the video;casa_4
Is there a shower in the bathroom?;There is a shower in the bathroom;There is not a shower in the bathroom;There are showers in the bathroom;There are two showers in the bathroom;5;10;This is not the correct answer from the video;casa_4
Is there a book on the table?;There is a book on the table;There is not a book on the table;There are books on the tables;There are three books on the table;5;10;This is not the correct answer from the video;casa_4
Are there two night tables in the bedroom?;There are two night tables in the bedroom;There are not two night tables in the bedroom;There is a night table in the bedroom;There isn't any night table in the bedroom;5;10;This is not the correct answer from the video;casa_4
Are there towels on the tub?;There are towels on the tub;There are not towels on the tub;There is a towel on the tub;There are five towels on the tub;5;10;This is not the correct answer from the video;casa_4
Is there a lamp above the bed?;There is a lamp above the bed;There is not a lamp above the bed;There are lamps above the bed;There are a lot of lamps above the bed;5;10;This is not the correct answer from the video;casa_4
There are cars in the parking lot;Hay carros en el parqueadero ;Habrá un pájaro volando;Ella hace la tarea;Ellos bailaran salsa esta noche;6;10;This is not the correct answer from the audio;audi26
There will be a bird flying;Habrá un pájaro volando;Ella hace la tarea;Ellos bailaran salsa esta noche;Mi perro come pizza;6;10;This is not the correct answer from the audio;audi27
She does the homework;Ella hace la tarea;Ellos bailaran salsa esta noche;Mi perro come pizza;Mi hijo está durmiendo en la cama;6;10;This is not the correct answer from the audio;audi28
They will dance salsa tonight;Ellos bailaran salsa esta noche;Mi perro come pizza;Mi hijo está durmiendo en la cama;Estoy nadando en la piscina;6;10;This is not the correct answer from the audio;audi29
My dog eats pizza;Mi perro come pizza;Mi hijo está durmiendo en la cama;Estoy nadando en la piscina;Hay dos personas en la casa;6;10;This is not the correct answer from the audio;audi30
My son is sleeping  on the bed;Mi hijo está durmiendo en la cama;Estoy nadando en la piscina;Hay dos personas en la casa;Hay un televisor en la casa;6;10;This is not the correct answer from the audio;audi31
I am swimming in the pool;Estoy nadando en la piscina;Hay dos personas en la casa;Hay un televisor en la casa;Hay un teatro en casa en la sala;6;10;This is not the correct answer from the audio;audi32
There are two people at home;Hay dos personas en la casa;Hay un televisor en la casa;Hay un teatro en casa en la sala;La primer persona está abriendo la puerta;6;10;This is not the correct answer from the audio;audi33
There is a television in the house;Hay un televisor en la casa;Hay un teatro en casa en la sala;La primer persona está abriendo la puerta;Después de pocos segundos el televisor esta prendido;6;10;This is not the correct answer from the audio;audi34
There is a home theater in the living room;Hay un teatro en casa en la sala;La primer persona está abriendo la puerta;Después de pocos segundos el televisor esta prendido;Hay una persona digitando;6;10;This is not the correct answer from the audio;audi35
The first person is opening the door;La primer persona está abriendo la puerta;Después de pocos segundos el televisor esta prendido;Hay una persona digitando;Hay bombillos encendidos;6;10;This is not the correct answer from the audio;audi36
After few seconds the television is on;Después de pocos segundos el televisor esta prendido;Hay una persona digitando;Hay bombillos encendidos;Las mujeres están cerrando las puertas;6;10;This is not the correct answer from the audio;audi37
There is a person typing;Hay una persona digitando;Hay bombillos encendidos;Las mujeres están cerrando las puertas;Hay una jarra sobre la mesa;6;10;This is not the correct answer from the audio;audi38
There are bulbs on;Hay bombillos encendidos;Las mujeres están cerrando las puertas;Hay una jarra sobre la mesa;La persona tiene un anillo en el dedo;6;10;This is not the correct answer from the audio;audi39
The women are closing the doors;Las mujeres están cerrando las puertas;Hay una jarra sobre la mesa;La persona tiene un anillo en el dedo;Yo miro televisión en la sala;6;10;This is not the correct answer from the audio;audi40
There is a jar on the table;Hay una jarra sobre la mesa;La persona tiene un anillo en el dedo;Yo miro televisión en la sala;El no cerró la puerta;6;10;This is not the correct answer from the audio;audi41
The person has a ring in the finger;La persona tiene un anillo en el dedo;Yo miro televisión en la sala;El no cerró la puerta;Ella toco la campana;6;10;This is not the correct answer from the audio;audi42
I watch tv in the living room ;Yo miro televisión en la sala;El no cerró la puerta;Ella toco la campana;¿Encontraste la tienda?;6;10;This is not the correct answer from the audio;audi43
He did not close the window;El no cerró la puerta;Ella toco la campana;¿Encontraste la tienda?;Usted necesitara una sombrilla;6;10;This is not the correct answer from the audio;audi44
She rang the bell;Ella toco la campana;¿Encontraste la tienda?;Usted necesitara una sombrilla;Ellos están poniendo las mesas;6;10;This is not the correct answer from the audio;audi45
Do you find the store?;¿Encontraste la tienda?;Usted necesitara una sombrilla;Ellos están poniendo las mesas;Los perros están mordiendo a los niños en el anden;6;10;This is not the correct answer from the audio;audi46
You will need an umbrella ;Usted necesitara una sombrilla;Ellos están poniendo las mesas;Los perros están mordiendo a los niños en el anden;Ellos se fueron a la cama a las 10 en punto;6;10;This is not the correct answer from the audio;audi47
They are putting the tables;Ellos están poniendo las mesas;Los perros están mordiendo a los niños en el anden;Ellos se fueron a la cama a las 10 en punto;Hay carros en el parqueadero ;6;10;This is not the correct answer from the audio;audi48
The dogs are biting the kids in the sidewalk;Los perros están mordiendo a los niños en el anden;Ellos se fueron a la cama a las 10 en punto;Ella hace la tarea;Habrá un pájaro volando;6;10;This is not the correct answer from the audio;audi49
He went to bed at 10 o’clock ;Ellos se fueron a la cama a las 10 en punto;Hay carros en el parqueadero ;Habrá un pájaro volando;Ella hace la tarea;6;10;This is not the correct answer from the audio;audi50
Are there trees in the amusement park?;There are trees in the amusement park;There aren't trees int he amusement park;There is a tree in the amusement park;There are two trees int he amusement park;1;3;This is not the correct description;20
Are there people in the amusement park?;There are people in the amusement park;There aren't people in the amusement park;There is a person in the amusement park;There are few people int he amusement park;1;3;This is not the correct description;20
Is there a lake in the amusement park?;There is a lake in the amusement park;There isn't a lake int he amusement park;There are lakes int he amisement park;There are a lot of lakes in the amusement park;1;3;This is not the correct description;20
Are there gardens in this amusement park?;There are gardens in the amusement park;There aren't gardens int he amusement park;There is a garden int he amusement park;There are three gardens in the amusement park;1;3;This is not the correct description;20
Is the park small?;The park isn't small ;The park is so small;The park is the smallest;The park is smaller;1;3;This is not the correct description;20
The park is big?;The park is big;The park isn't big;The park is a little big;The park is the least big;1;3;This is not the correct description;20
Are there games in the amusement park?;There are games in the amusement park ;There aren't games in the amusement park;There is a game in the amusement park;There are two games in the amusement park;1;3;This is not the correct description;20
Does the amusement park have an entrace?;The amusement park has an entrace;The amusement park have an entrace;The amusement park doesn't have an entrace;The amusement parl hasn't an entrace;1;3;This is not the correct description;20
Does the amusement park have an exit?;The amusement park has an exit;The amusement park doesn't have an exit;The amusement park have an exit;The amusement park haven't an exit;1;3;This is not the correct description;20
Is there a casino in the amusement park?;There is a casino in the amusement park;There isn't a casino in the amusement park;There are casinos in the amusement park;There is casinos in the amusement park;1;3;This is not the correct description;21
Is there a school inside the amusement park?;There isn't a school inside the amusement park;There is a school in the amusement park;There are schools in the amusement park;There are two schools in the amusement park;1;3;This is not the correct description;21
Are there two first aid stations?;There aren't two first aid stations;There are two first aid stations;There are a lot of first aid stations;There are a lot of first aid stations;1;3;This is not the correct description;21
Is there a first aid station in the amusement park?;There is a first aid station in the amusement park;There isn't a first aid station in the amusement park;There are fist aid stations int he amusement park;There are three first aid stations int he amusement park;1;3;This is not the correct description;21
Are there pools in the amusement park?;There aren't pools in the amusement park;There are a lot of pools in the amusement park;There are several pools in the amusement park;There are eight pools int he amusement park;1;3;This is not the correct description;21
Isn't there a pool in the amusement park?;There are three pools in the amusement park;There isn't a pool in the amusement park;There are pools in the amusement park;There are big pools in the amusement park;1;3;This is not the correct description;21
Are there restrooms in the amusement park?;There are restrooms int he amusement park;There aren't restrooms in the amusement park;There are ninety restrooms in the amusement park;There is one restroom in the amusement park;1;3;This is not the correct description;21
Is there one game in the amusement park?;There isn't one game in the amusement park;There is one game in the amusement park;There are two games in the amusement park;There are one game int he amusement park;1;3;This is not the correct description;21
Are there karts in the park?;There are karts in the park;There aren't karts in the park;There is one kart in the park;There are four karts in the park;1;3;This is not the correct description;21
Does the amusement park sell pizza?;The amusement park sells pizza;The amusement park doesn't sell pizza;The amusement park selled pizza;The amusement park will sell pizza;1;3;This is not the correct description;21
Does the park have a lost kids station?;The park has a lost kids statiion;The park has a lot of lost kids stations;There are few lost kids stations;There are many lost kids stations;1;3;This is not the correct description;21
Isn't there a roller coaster in the amusement park?;There is a roller coaster in the amusement park;There isn't a roller coaster in the amusement park;There are roller coasters in the amusement park;There aren't any roller coasters in the amusement park;1;3;This is not the correct description;21
Are there two ferris wheels in the park?;There aren't two ferris wheels in the park?;There are three ferris wheels in the park;There is two ferris wheels in the park;There are several ferris wheels in the park;1;3;This is not the correct description;21
Is there a ferris wheel in the park?;There is a ferris wheel in the park;There isn't a ferris wheel int he park ;There are ferris wheels in the park;There isn't any ferris wheel in the park;1;3;This is not the correct description;21
Is there a golf field in the park?;There is a golf field in the park ;There isn't a golf field in the park;There are glof fields in the park;There are many golf fields in the park;1;3;This is not the correct description;21
Is there a paratrooper game in the park?;There is a paratrooper game in the park;There isn't a paratrooper game in the park;There are paratrooper games in the park;There isn't any paratrooper game in the park;1;3;This is not the correct description;21
Are there boats in the park?;There are boats in the park;There are one boat in the park;There are two boats in the park ;There is one boat in the park;1;3;This is not the correct description;21
Is there a park office in the park?;There is a park office in the park;There isn't a park office in the park;There are park offices in the park;There are three offices in the park ;1;3;This is not the correct description;21
Are there animals in this park?;There are animals in this park;There aren't animals in this park;There are any animals in this park;There is any animal in this park;1;3;This is not the correct description;21
Is the free fall high?;The free fall is high;The free fall is short;The free fall is small;The free fall is little;1;3;This is not the correct description;21
Is there a pedestrian crosswalk?;There is a pedestrian crosswalk;There isn't a pedestrian crosswalk;There are pedestrian crosswalks;There isn't any pedestrian crosswalk;1;3;This is not the correct description;21
Is the carousel for kids?;The carousel is for kids;The carousel isn't for kids;The carousel is for old people;The carousel is for adults;1;3;This is not the correct description;21
